Time	 CoPx	 Distance(d)	 Abs Distance	 Velocity
30395.48	-0.6931	-0.9538	0.9538	-0.0619
30410.76	-0.0843	0.6088	0.6088	0.0398
30426.37	0.8969	0.9813	0.9813	0.0629
30443.47	0.4751	-0.4219	0.4219	-0.0247
30463.11	-0.5998	-1.0749	1.0749	-0.0547
30478.35	0.0429	0.6427	0.6427	0.0422
30493.84	0.7067	0.6638	0.6638	0.0429
30514.53	-0.5998	-1.3066	1.3066	-0.0632
30529.46	-0.026	0.5739	0.5739	0.0384
30545.46	-0.0985	-0.0725	0.0725	-0.0045
30560.92	-0.1308	-0.0323	0.0323	-0.0021
30576.39	-0.0632	0.0676	0.0676	0.0044
30596.29	-0.1265	-0.0633	0.0633	-0.0032
30612.04	-0.1067	0.0198	0.0198	0.0013
30628.06	-0.1265	-0.0198	0.0198	-0.0012
30645.19	0.0383	0.1648	0.1648	0.0096
30660.48	0.0511	0.0128	0.0128	0.0008
30680.45	-0.477	-0.5282	0.5282	-0.0264
30695.8	-0.5373	-0.0602	0.0602	-0.0039
30710.47	-0.0028	0.5344	0.5344	0.0364
30730.76	-0.0041	-0.0013	0.0013	-0.0001
30746.04	-0.1265	-0.1224	0.1224	-0.008
30765.22	-0.0147	0.1117	0.1117	0.0058
30780.81	-0.1215	-0.1068	0.1068	-0.0068
30795.89	-0.4801	-0.3586	0.3586	-0.0238
30811.61	0.0346	0.5147	0.5147	0.0327
30827.06	0.0132	-0.0214	0.0214	-0.0014
30849.61	-0.5352	-0.5484	0.5484	-0.0243
30860.03	0.0022	0.5374	0.5374	0.0516
30879.82	0.4093	0.4071	0.4071	0.0206
30895.42	0.3716	-0.0377	0.0377	-0.0024
30911.26	0.3294	-0.0422	0.0422	-0.0027
30927.49	-0.2221	-0.5514	0.5514	-0.034
30943.18	-0.585	-0.363	0.363	-0.0231
30963.48	-0.1222	0.4628	0.4628	0.0228
30978.49	0.3534	0.4757	0.4757	0.0317
30993.53	-0.1386	-0.492	0.492	-0.0327
31014.4	-0.6527	-0.5141	0.5141	-0.0246
31029.44	0.0346	0.6872	0.6872	0.0457
31046.84	-0.1753	-0.2098	0.2098	-0.0121
31062.86	-0.0849	0.0904	0.0904	0.0056
31078.2	-0.4801	-0.3952	0.3952	-0.0258
31093.39	0.0641	0.5442	0.5442	0.0358
31113.4	0.2448	0.1807	0.1807	0.009
31129.14	0.0245	-0.2203	0.2203	-0.014
31144.2	-0.1394	-0.1639	0.1639	-0.0109
31159.71	-0.0278	0.1116	0.1116	0.0072
31180.0	-0.1215	-0.0937	0.0937	-0.0046
31194.95	-0.0147	0.1068	0.1068	0.0071
31209.74	-0.104	-0.0893	0.0893	-0.006
31229.69	-0.104	0.0	0.0	0.0
31244.81	-0.1674	-0.0633	0.0633	-0.0042
31261.74	0.4269	0.5943	0.5943	0.0351
31276.89	-0.026	-0.4529	0.4529	-0.0299
31296.73	0.3581	0.384	0.384	0.0194
31312.06	-0.585	-0.9431	0.9431	-0.0615
31327.24	0.0485	0.6336	0.6336	0.0417
31347.08	-0.1215	-0.17	0.17	-0.0086
31362.3	-0.1336	-0.012	0.012	-0.0008
31377.45	0.0511	0.1847	0.1847	0.0122
31397.4	-0.0722	-0.1233	0.1233	-0.0062
31412.77	-0.1501	-0.0779	0.0779	-0.0051
31427.79	-0.6527	-0.5026	0.5026	-0.0335
31443.09	0.0606	0.7133	0.7133	0.0466
31460.61	-0.1386	-0.1992	0.1992	-0.0114
31480.44	-0.0041	0.1344	0.1344	0.0068
31495.5	-0.0041	0.0	0.0	0.0
31510.51	-0.1336	-0.1294	0.1294	-0.0086
31530.7	-0.1507	-0.0172	0.0172	-0.0009
31545.98	0.6076	0.7583	0.7583	0.0496
31561.51	-0.0147	-0.6224	0.6224	-0.0401
31577.56	-0.2095	-0.1948	0.1948	-0.0121
31593.1	0.0511	0.2607	0.2607	0.0168
31614.55	-0.0147	-0.0659	0.0659	-0.0031
31630.09	-0.5373	-0.5225	0.5225	-0.0336
31645.27	-0.7098	-0.1725	0.1725	-0.0114
31662.55	-0.7098	0.0	0.0	0.0
31677.19	0.0606	0.7704	0.7704	0.0526
31697.39	-0.0041	-0.0648	0.0648	-0.0032
31712.99	-0.6214	-0.6172	0.6172	-0.0396
31728.5	-0.585	0.0363	0.0363	0.0023
31744.18	-0.0767	0.5084	0.5084	0.0324
31759.51	0.0175	0.0941	0.0941	0.0061
31780.22	-0.6527	-0.6701	0.6701	-0.0324
31795.29	-0.1608	0.4919	0.4919	0.0326
31810.28	-0.7098	-0.549	0.549	-0.0366
31830.84	-0.0064	0.7033	0.7033	0.0342
31846.09	0.0078	0.0143	0.0143	0.0009
31863.46	-0.5805	-0.5883	0.5883	-0.0339
31878.56	-0.1169	0.4636	0.4636	0.0307
31893.83	-0.0041	0.1128	0.1128	0.0074
31914.57	-0.0147	-0.0106	0.0106	-0.0005
31930.03	-0.0147	0.0	0.0	0.0
31945.18	-0.585	-0.5703	0.5703	-0.0376
31960.57	-0.1219	0.4631	0.4631	0.0301
31980.64	-0.1169	0.005	0.005	0.0002
31995.78	-0.1215	-0.0046	0.0046	-0.0003
32010.64	-0.6527	-0.5312	0.5312	-0.0357
32026.24	-0.7098	-0.0571	0.0571	-0.0037
32046.21	-0.1219	0.5878	0.5878	0.0294
32063.69	-0.1386	-0.0166	0.0166	-0.001
32079.34	-0.1336	0.005	0.005	0.0003
32094.97	-0.6527	-0.5191	0.5191	-0.0332
32109.79	-0.4391	0.2136	0.2136	0.0144
32130.0	-0.1386	0.3005	0.3005	0.0149
32145.18	-0.585	-0.4465	0.4465	-0.0294
32160.59	-0.1373	0.4477	0.4477	0.0291
32180.55	0.2064	0.3437	0.3437	0.0172
32195.74	-0.1717	-0.3781	0.3781	-0.0249
32210.51	-0.2605	-0.0888	0.0888	-0.006
32226.13	-0.2605	-0.0	0.0	-0.0
32247.91	0.4552	0.7157	0.7157	0.0329
32262.51	0.3716	-0.0836	0.0836	-0.0057
32279.88	-0.5627	-0.9343	0.9343	-0.0538
32297.57	0.0511	0.6139	0.6139	0.0347
32315.1	-0.1215	-0.1726	0.1726	-0.0098
32326.03	-0.1336	-0.012	0.012	-0.0011
32342.87	-0.5695	-0.4359	0.4359	-0.0259
32364.17	-0.1991	0.3703	0.3703	0.0174
32380.53	-0.0843	0.1148	0.1148	0.007
32396.68	0.9824	1.0668	1.0668	0.0661
32412.61	0.3581	-0.6244	0.6244	-0.0392
32429.44	-0.1386	-0.4966	0.4966	-0.0295
32445.89	-0.585	-0.4465	0.4465	-0.0271
32464.18	0.663	1.2481	1.2481	0.0682
32480.52	-0.0147	-0.6778	0.6778	-0.0415
32496.78	-0.6931	-0.6784	0.6784	-0.0417
32512.37	0.0144	0.7076	0.7076	0.0454
32527.14	-0.585	-0.5995	0.5995	-0.0406
32547.22	0.0121	0.5972	0.5972	0.0297
32562.69	-0.1991	-0.2113	0.2113	-0.0137
32577.83	-0.4801	-0.281	0.281	-0.0186
32597.7	0.0697	0.5499	0.5499	0.0277
32613.39	-0.2288	-0.2985	0.2985	-0.019
32629.2	-0.7098	-0.481	0.481	-0.0304
32644.54	-0.6527	0.0571	0.0571	0.0037
32659.88	0.0346	0.6872	0.6872	0.0448
32678.09	0.0615	0.027	0.027	0.0015
32694.26	-0.026	-0.0875	0.0875	-0.0054
32714.38	-0.1169	-0.0909	0.0909	-0.0045
32729.09	-0.6527	-0.5358	0.5358	-0.0364
32744.35	-0.2288	0.4239	0.4239	0.0278
32759.99	-0.585	-0.3563	0.3563	-0.0228
32780.03	-0.7098	-0.1247	0.1247	-0.0062
32795.0	-0.5499	0.1598	0.1598	0.0107
32809.64	-0.1373	0.4126	0.4126	0.0282
32829.35	0.0346	0.1719	0.1719	0.0087
32844.73	0.0429	0.0083	0.0083	0.0005
32859.89	0.0144	-0.0285	0.0285	-0.0019
32877.08	-0.1169	-0.1313	0.1313	-0.0076
32892.94	-0.1169	0.0	0.0	0.0
32913.96	-0.0387	0.0782	0.0782	0.0037
32930.41	0.0346	0.0732	0.0732	0.0045
32947.82	0.0511	0.0166	0.0166	0.001
32963.5	0.0022	-0.049	0.049	-0.0031
32978.83	-0.585	-0.5872	0.5872	-0.0383
32994.38	-0.1386	0.4465	0.4465	0.0287
33009.53	-0.1436	-0.005	0.005	-0.0003
33029.66	0.0346	0.1781	0.1781	0.0088
33044.88	0.0189	-0.0156	0.0156	-0.001
33060.08	-0.2463	-0.2652	0.2652	-0.0174
33077.46	-0.0646	0.1817	0.1817	0.0105
33093.28	-0.6023	-0.5377	0.5377	-0.034
33109.89	0.0697	0.672	0.672	0.0405
33126.01	0.5258	0.4561	0.4561	0.0283
33147.54	-0.5972	-1.123	1.123	-0.0522
33163.95	-0.4023	0.1949	0.1949	0.0119
33180.98	0.0144	0.4168	0.4168	0.0245
33197.43	-0.6008	-0.6152	0.6152	-0.0374
33213.36	-0.1169	0.4839	0.4839	0.0304
33228.33	-0.1169	0.0	0.0	0.0
33243.12	-0.0147	0.1022	0.1022	0.0069
33263.43	0.3364	0.3512	0.3512	0.0173
33276.1	0.4369	0.1005	0.1005	0.0079
33296.01	0.4982	0.0613	0.0613	0.0031
33311.46	-0.026	-0.5242	0.5242	-0.0339
33326.2	-0.0843	-0.0583	0.0583	-0.004
33346.44	0.0429	0.1272	0.1272	0.0063
33361.56	0.0036	-0.0393	0.0393	-0.0026
33377.1	-0.585	-0.5887	0.5887	-0.0379
33397.07	-0.6527	-0.0676	0.0676	-0.0034
Max Range is: 1.2480755867723656
Mean Range is: -0.0007700100559623182
Peak Velocity is: 0.07201200684031693
Mean Velocity is: -1.3365546525426697e-06
